cycles,usage
11336,1070
15146,1099
20106,1101
24401,1108
30015,1112
34263,1149
38664,1151
42406,1177
46482,1181
50730,1210
56158,1212
59932,1238
66490,1240
70287,1266
73828,1268
79661,1270
83456,1296
87051,1298
93142,1300
96939,1326
100535,1328
109244,1447
125106,1451
130590,1455
135991,1459
141392,1463
146793,1467
152194,1471
157390,1475
167241,1667
173790,1923
270740,1667
274976,1923
374528,1667
378764,1923
477660,1667
481913,1923
582983,1667
